,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena,Od centra
2395,Beograd,Stari grad,Dor?ol,kneginje ljubice,Stan,102.0,4,CG,5,5,170000,0.522762685
2396,Beograd,Stari grad,Kalemegdan,kneginje ljubice,Stan,88.0,3,CG,5,5,169000,0.522762685
2397,Beograd,Stari grad,Knez Mihailova,kneginje ljubice,Stan,90.0,3,CG,2,4,202000,0.522762685
2398,Beograd,Stari grad,Dor?ol,kneginje ljubice,Stan,125.0,4,TA,1,1,250000,0.522762685
2399,Beograd,Stari grad,Dor?ol,kneginje ljubice/cara dusana,Stan,74.0,3,CG,5,6,139000,0.536366783
2400,Beograd,Stari grad,Dor?ol,kneginje ljubice/cara dusana,Stan,74.0,3,CG,5,6,139000,0.536366783
2401,Beograd,Vra?ar,Kaleni? pijaca,kneginje zorke,Stan,65.0,2,CG,3,4,129900,1.422244169
2402,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,94.0,3.5,CG,PR,5,168000,1.422244169
2403,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,62.0,2,CG,6,6,110000,1.422244169
2404,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,62.0,2,CG,6,6,110000,1.422244169
2405,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,94.0,3.5,CG,PR,5,168000,1.422244169
2406,Beograd,Vra?ar,Slavija,kneginje zorke,Stan,60.0,2,CG,6,7,129000,1.422244169
2407,Beograd,Vra?ar,Kaleni? pijaca,kneginje zorke,Stan,96.0,4,CG,PR,6,175000,1.422244169
2408,Beograd,Vra?ar,Hram svetog Save,kneginje zorke,Stan,120.0,3.5,CG,3,4,180000,1.422244169
2409,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,113.0,3,CG,1,6,215000,1.422244169
2410,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,61.0,2,CG,3,5,140000,1.422244169
2411,Beograd,Vra?ar,Slavija,kneginje zorke,Stan,110.0,3,CG,6,7,275000,1.422244169
2412,Beograd,Vra?ar,Krunska,kneginje zorke,Stan,105.0,4,CG,1,4,260000,1.422244169
2413,Beograd,Palilula,Profesorska kolonija,knez danilova,Stan,59.0,2.5,CG,1,15,89900,0.512485147
2414,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,48.0,1.5,TA,3,4,150000,0.297913843
2415,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,120.0,5,CG,2,3,455000,0.297913843
2416,Beograd,Stari grad,Centar,knez mihailova,Stan,48.0,1.5,TA,3,4,157000,0.297913843
2417,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,140.0,3,CG,3,5,470000,0.297913843
2418,Beograd,Stari grad,Knez Mihailova,knez mihailova,Stan,48.0,1.5,TA,3,4,150000,0.297913843
2419,Beograd,Stari grad,Bajlonijeva pijaca,knez miletina,Stan,49.0,2,CG,5,6,89000,0.866604305
2420,Beograd,Stari grad,Bajlonijeva pijaca,knez miletina,Stan,49.0,2,CG,5,6,89000,0.866604305
2421,Beograd,Stari grad,Dor?ol,knez miletina,Stan,86.0,3,CG,2,5,149900,0.866604305
2422,Beograd,Stari grad,Dor?ol,knez miletina,Stan,86.0,3,CG,2,5,149900,0.866604305
2423,Beograd,Stari grad,Andri?ev venac,kneza milosa,Stan,115.0,4,CG,3,5,230000,0.724764581
2424,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38.0,1.5,TA,PR,6,60000,0.724764581
2425,Beograd,Savski venac,Beogra?anka,kneza milosa,Stan,38.0,1.5,TA,VPR,4,59000,0.724764581
2426,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,97.0,4,CG,3,5,160000,0.724764581
2427,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,64.0,2,CG,2,5,96000,0.724764581
2428,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,40.0,2,EG,PR,6,59900,0.724764581
2429,Beograd,Savski venac,Centar,kneza milosa,Stan,111.0,3,CG,3,4,175000,0.724764581
2430,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,116.0,3.5,CG,3,4,158000,0.724764581
2431,Beograd,Savski venac,Centar,kneza milosa,Stan,107.0,3,EG,3,5,285000,0.724764581
2432,Beograd,Savski venac,Klini?ki centar,kneza milosa,Stan,90.0,3.5,CG,5,6,168000,0.724764581
2433,Beograd,Savski venac,Centar,kneza milosa,Stan,38.0,1.5,TA,PR,7,59900,0.724764581
2434,Beograd,Stari grad,London,kneza milosa,Stan,125.0,4,CG,5,7,250000,0.724764581
2435,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,97.0,4,CG,3,5,160000,0.724764581
2436,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38.0,1.5,TA,VPR,8,61900,0.724764581
2437,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,38.0,1.5,TA,VPR,8,61900,0.724764581
2438,Beograd,Savski venac,Beogra?anka,kneza milosa,Stan,38.0,1.5,TA,VPR,4,59000,0.724764581
2439,Beograd,Savski venac,Kneza Miloša,kneza milosa,Stan,40.0,2,EG,PR,6,59900,0.724764581
2440,Beograd,Savski venac,Centar,kneza milosa,Stan,111.0,3,CG,3,4,175000,0.724764581
2441,Beograd,Zvezdara,U?iteljsko naselje,kneza mutimira,Stan,26.0,0.5,EG,2,4,33000,5.337104323999999
2442,Beograd,?ukarica,Golf,kneza viseslava,Stan,54.0,2,CG,PR,3,75000,5.046787307
2443,Beograd,?ukarica,Golf,kneza viseslava,Stan,54.0,2,CG,PR,3,75000,5.046787307
2444,Beograd,?ukarica,Košutnjak,kneza viseslava,Stan,63.0,2,CG,3,8,125000,5.046787307
2445,Beograd,?ukarica,Filmski grad,kneza viseslava,Stan,59.0,2,CG,1,5,73500,5.046787307
2446,Beograd,Vra?ar,Bulevar kralja Aleksandra,kneza od semberije,Stan,75.0,2.5,CG,5,5,79900,2.248312524
2447,Beograd,Vra?ar,SC Vra?ar,kneza od semberije,Stan,32.0,1,TA,6,6,59000,2.248312524
2448,Beograd,Vra?ar,Bulevar kralja Aleksandra,kneza od semberije,Stan,75.0,2.5,CG,5,5,79900,2.248312524
2449,Beograd,Vra?ar,SC Vra?ar,kneza od semberije,Stan,32.0,1,TA,6,6,59000,2.248312524
2450,Beograd,Rakovica,Vidikova?ka padina,knezevacka,Stan,35.0,1.5,TA,3,3,25900,7.246137946
2451,Beograd,Rakovica,Vidikova?ka padina,knezevacka,Stan,106.0,3.5,EG,4,4,85000,7.246137946
2452,Beograd,Rakovica,Vidikova?ka padina,knezevacka,Stan,35.0,1.5,TA,3,3,25900,7.246137946
2453,Beograd,Rakovica,Vidikova?ka padina,knezevacka,Stan,37.0,1.5,EG,VPR,5,36000,7.246137946
2454,Beograd,Rakovica,Kneževac,knezevacka,Stan,51.0,1.5,EG,PR,6,36000,7.246137946
2455,Beograd,Rakovica,Kneževac,knezevacka,Stan,51.0,1.5,EG,PR,6,36000,7.246137946
2456,Beograd,Vra?ar,Hram svetog Save,kneginje zorke,Stan,106.0,3,CG,6,7,275000,1.422244169
2457,Beograd,Vra?ar,Hram svetog Save,kneginje zorke,Stan,106.0,3,CG,6,7,275000,1.422244169
2458,Beograd,Vra?ar,Slavija,koce kapetana,Stan,72.0,3,EG,1,3,164900,1.5490815740000001
2459,Beograd,Vra?ar,Slavija,koce kapetana,Stan,72.0,3,EG,1,3,164900,1.5490815740000001
2460,Beograd,Vra?ar,Slavija,koce kapetana,Stan,190.0,5+,EG,1,3,495000,1.5490815740000001
2461,Beograd,Vra?ar,Krunska,koce kapetana,Stan,51.0,2,Kaljeva pe?,1,3,95000,1.5490815740000001
2462,Beograd,Vra?ar,Krunska,koce kapetana,Stan,51.0,2,Kaljeva pe?,1,3,95000,1.5490815740000001
2463,Beograd,Vra?ar,Slavija,koce kapetana,Stan,190.0,5+,EG,1,3,495000,1.5490815740000001
2464,Beograd,Savski venac,Dedinje,kod pinka,Stan,103.0,3,CG,PR,4,144000,0.301677246
2465,Beograd,Savski venac,Dedinje,kod pinka,Stan,103.0,3,CG,PR,4,144000,0.301677246
2466,Beograd,Stari grad,Centar,kolarceva,Stan,101.0,3,CG,3,4,229000,0.060896075
2467,Beograd,Voždovac,Lekino brdo,kolasinska,Stan,27.0,0.5,CG,PSUT,5,32000,3.0502599189999997
2468,Beograd,Voždovac,Dušanovac,kolasinska,Stan,96.0,5+,EG,1,2,110000,3.0502599189999997
2469,Beograd,Stari grad,Gunduli?ev venac,komnena barjaktara,Stan,38.0,2,EG,PR,4,60000,5.319703206
2470,Beograd,?ukarica,Žarkovo,komovska,Stan,60.0,2,CG,5,6,61500,0.505892502
2471,Beograd,?ukarica,Bele vode,komovska,Stan,37.0,2,TA,VPR,4,37000,0.505892502
2472,Beograd,Voždovac,FON - Bile?ka,konstantina filozofa,Stan,44.0,2,CG,1,5,59000,4.420270486000001
2473,Beograd,Voždovac,FON - Bile?ka,konstantina filozofa,Stan,110.0,3.5,CG,2,2,195000,4.420270486000001
2474,Beograd,Voždovac,FON - Bile?ka,konstantina filozofa,Stan,44.0,2,CG,1,5,59000,4.420270486000001
2475,Beograd,Vra?ar,Hram svetog Save,kornelija stankovica,Stan,60.0,3,TA,1,2,69000,1.97628713
2476,Beograd,Vra?ar,Hram svetog Save,kornelija stankovica,Stan,72.0,3,TA,4,4,80000,1.97628713
2477,Beograd,Stari grad,Kosan?i?ev venac,kosancicev venac,Stan,105.0,3.5,CG,1,6,220000,0.583386329
2478,Beograd,Stari grad,Kosan?i?ev venac,kosancicev venac,Stan,104.0,4,CG,1,6,220000,0.583386329
2479,Beograd,Stari grad,Kosan?i?ev venac,kosancicev venac,Stan,103.0,4,CG,1,6,220000,0.583386329
2480,Beograd,Stari grad,Kosan?i?ev venac,kosancicev venac,Stan,103.0,4,CG,1,6,220000,0.583386329
2481,Beograd,Stari grad,Kosan?i?ev venac,kosancicev venac,Stan,104.0,4,CG,1,6,220000,0.583386329
2482,Beograd,Stari grad,Skupština,kosovska,Stan,45.0,2,CG,PR,4,66000,0.505892502
2483,Beograd,Stari grad,Skupština,kosovska,Stan,49.0,2,TA,1,4,84000,0.505892502
2484,Beograd,Stari grad,Skupština,kosovska,Stan,45.0,2,CG,PSUT,4,66000,0.505892502
2485,Beograd,Stari grad,Skupština,kosovska,Stan,45.0,2,CG,PSUT,4,66000,0.505892502
2486,Beograd,Zvezdara,Cvetkova pijaca,koste abrasevica,Stan,49.0,1.5,EG,PR,4,64000,3.698652674
2487,Beograd,Savski venac,Senjak,koste glavinica,Stan,65.0,3,TA,VPR,4,89000,2.291572401
2488,Beograd,Savski venac,Senjak,koste glavinica,Stan,65.0,3,TA,VPR,4,89000,2.291572401
2489,Beograd,Palilula,Krnja?a,koste josipovica,Stan,64.0,2,CG,3,4,36000,0.408147727
2490,Beograd,Palilula,Krnja?a,koste josipovica,Stan,64.0,2,CG,3,4,36000,0.408147727
2491,Beograd,Voždovac,Centar,koste jovanovica,Stan,143.0,5+,CG,2,3,433000,3.0161380110000002
2492,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,51.0,1.5,CG,3,3,54000,6.578489151
2493,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,31.0,1.5,CG,2,2,33500,6.578489151
2494,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,51.0,1.5,CG,3,3,54000,6.578489151
2495,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,32.0,1.5,CG,PR,4,25500,6.578489151
2496,Beograd,Zvezdara,Mirijevo,koste nadja,Stan,32.0,1.5,CG,PR,4,25500,6.578489151
2497,Beograd,Zvezdara,Kluz,koste trifkovica,Stan,54.0,2.5,EG,2,3,56500,5.2176967560000005
2498,Beograd,Zvezdara,Kluz,koste trifkovica,Stan,38.0,2,EG,VPR,4,46000,5.2176967560000005
2499,Beograd,Voždovac,Vojvode Stepe,kostolacka,Stan,130.0,5+,EG,VPR,4,190000,3.725890083
2500,Beograd,Voždovac,Vojvode Stepe,kostolacka,Stan,130.0,5+,EG,VPR,4,190000,3.725890083
2501,Beograd,Zvezdara,Denkova bašta,kovaceva,Stan,38.0,1.5,EG,1,5,51300,2.333215848
2502,Beograd,Zvezdara,U?iteljsko naselje,kozarceva,Stan,47.0,3,EG,VPR,3,58000,4.630904247
2503,Beograd,?ukarica,Banovo brdo,kozacinskog,Stan,76.0,3.5,CG,VPR,5,97000,4.462325291
2504,Beograd,?ukarica,Banovo brdo,kozacinskog,Stan,76.0,3,CG,1,2,95000,4.462325291
2505,Beograd,Vra?ar,Kaleni? pijaca,koce kapetana,Stan,120.0,4,EG,1,3,330000,1.5490815740000001
2506,Beograd,Vra?ar,Kaleni? pijaca,koce kapetana,Stan,51.0,1.5,TA,1,3,95000,1.5490815740000001
2507,Beograd,Vra?ar,Kaleni? pijaca,koce kapetana,Stan,120.0,4,EG,1,3,330000,1.5490815740000001
2508,Beograd,Vra?ar,Slavija,koce kapetana,Stan,101.0,3,CG,VPR,5,260000,1.5490815740000001
2509,Beograd,Vra?ar,SC Vra?ar,koce kapetana,Stan,101.0,3.5,CG,VPR,3,260000,1.5490815740000001
2510,Beograd,Vra?ar,Slavija,koce kapetana,Stan,101.0,3,CG,VPR,5,260000,1.5490815740000001
2511,Beograd,Vra?ar,SC Vra?ar,koce kapetana,Stan,101.0,3.5,CG,VPR,3,260000,1.5490815740000001
2512,Beograd,Vra?ar,Kaleni? pijaca,koce kapetana,Stan,73.0,2,EG,1,3,165000,1.5490815740000001
2513,Beograd,Vra?ar,Kaleni? pijaca,koce kapetana,Stan,73.0,2,EG,1,3,165000,1.5490815740000001
2514,Beograd,Zemun,Novi grad,krajiska,Stan,78.0,3,EG,1,2,80000,7.0397277439999995
2515,Beograd,Zemun,Novi grad,krajiska,Stan,78.0,3,EG,1,2,80000,7.0397277439999995
2516,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,108.0,4,CG,1,4,160000,3.06082205
2517,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,143.0,5,CG,1,3,203000,3.06082205
2518,Beograd,Voždovac,Lekino brdo,kralja bodina,Stan,143.0,5,CG,1,3,203000,3.06082205
2519,Beograd,Stari grad,Skupština,kralja milana,Stan,110.0,3,CG,5,5,155000,0.7305538340000001
2520,Beograd,Stari grad,Centar,kralja milana,Stan,86.0,3,CG,2,3,140000,0.7305538340000001
2521,Beograd,Stari grad,Centar,kralja milana,Stan,47.0,2,CG,3,4,95000,0.7305538340000001
2522,Beograd,Stari grad,Centar,kralja milana,Stan,118.0,3.5,CG,2,5,530000,0.7305538340000001
2523,Beograd,Stari grad,Skupština,kralja milana,Stan,110.0,3,CG,5,5,155000,0.7305538340000001
2524,Beograd,Stari grad,Terazije,kralja milana,Stan,100.0,3.5,CG,1,4,181000,0.7305538340000001
2525,Beograd,Stari grad,Centar,kralja milana,Stan,118.0,3.5,CG,2,5,530000,0.7305538340000001
2526,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,274.0,5+,CG,2,5,1180000,0.7305538340000001
2527,Beograd,Vra?ar,Slavija,kralja milana,Stan,120.0,3.5,CG,4,4,100000,0.7305538340000001
2528,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,274.0,5+,CG,2,5,1180000,0.7305538340000001
2529,Beograd,Stari grad,Terazije,kralja milana,Stan,61.0,2,CG,6,8,119900,0.7305538340000001
2530,Beograd,Stari grad,Terazije,kralja milana,Stan,61.0,2,CG,6,8,119900,0.7305538340000001
2531,Beograd,Stari grad,Centar,kralja milana,Stan,47.0,2,CG,3,4,95000,0.7305538340000001
2532,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,156.0,4,CG,2,5,650000,0.7305538340000001
2533,Beograd,Stari grad,Kralja Milana,kralja milana,Stan,156.0,4,CG,2,5,650000,0.7305538340000001
2534,Beograd,Stari grad,Andri?ev venac,kralja milana,Stan,54.0,2,CG,1,8,97000,0.7305538340000001
2535,Beograd,Vra?ar,Cvetni trg,kralja milana,Stan,32.0,1,EG,PR,1,54000,0.7305538340000001
2536,Beograd,Vra?ar,Slavija,kralja milutina,Stan,64.0,2,CG,8,9,145000,1.1246933540000001
2537,Beograd,Vra?ar,Slavija,kralja milutina,Stan,64.0,2,CG,8,9,145000,1.1246933540000001
2538,Beograd,Savski venac,Centar,kralja milutina,Stan,76.0,3.5,Kaljeva pe?,VPR,5,112500,1.1246933540000001
2539,Beograd,Savski venac,Svetozara Markovi?a,kralja milutina,Stan,47.0,1,CG,1,5,92000,1.1246933540000001
2540,Beograd,Stari grad,Dor?ol,kralja petra,Stan,97.0,3,CG,2,4,220000,0.513085353
2541,Beograd,Stari grad,Dor?ol,kralja petra,Stan,52.0,2,TA,5,5,93500,0.513085353
2542,Beograd,Stari grad,Centar,kralja petra,Stan,100.0,3.5,CG,4,5,220000,0.513085353
2543,Beograd,Stari grad,Centar,kralja petra,Stan,97.0,3,CG,2,6,220000,0.513085353
2544,Beograd,Stari grad,Centar,kralja petra,Stan,97.0,3,CG,2,6,220000,0.513085353
2545,Beograd,Stari grad,Kalemegdan,kralja petra,Stan,87.0,3,CG,1,4,220000,0.513085353
2546,Beograd,Stari grad,Centar,kralja petra,Stan,100.0,3,CG,4,4,220000,0.513085353
2547,Beograd,Stari grad,Centar,kralja petra,Stan,100.0,3,CG,4,4,220000,0.513085353
2548,Beograd,Stari grad,Centar,kralja petra,Stan,100.0,3.5,CG,4,5,220000,0.513085353
2549,Beograd,Zemun,Batajnica,kralja radoslava,Stan,62.0,3,EG,1,2,50000,15.84687881
