,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena
4238,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,ulcinjska,Stan,70.0,3.0,CG,5,6,105000.0
4082,Beograd,Opština Zvezdara,Cvetkova pijaca,ulcinjska,Stan,70.0,3.0,CG,5,6,107450.0
3132,Beograd,Opština Zvezdara,Lipov lad,ulcinjska,Stan,60.0,2.5,CG,4,7,97900.0
1499,Beograd,Opština Zvezdara,Lipov lad,ulcinjska,Stan,60.0,2.5,CG,4,7,97900.0
5120,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,65.0,4.0,CG,5,5,90000.0
5146,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,73.0,4.0,CG,VPR,5,71400.0
4976,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,73.0,4.0,CG,1,4,75000.0
5567,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,72.0,2.5,CG,2,4,77000.0
1988,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,63.0,2.5,CG,3,4,75000.0
68,Beograd,Opština Zvezdara,Mirijevo,ulofa palmea,Stan,63.0,2.5,CG,3,4,75000.0
2276,Beograd,Opština Novi Beograd,Ledine,univerzijade,Stan,60.0,2.5,EG,2,3,55000.0
161,Beograd,Opština Novi Beograd,Ledine,univerzijade,Stan,60.0,2.5,EG,2,3,55000.0
4996,Beograd,Opština Vračar,Kalenić pijaca,unska,Stan,84.0,4.0,CG,5,5,120000.0
2861,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,ustanicka,Stan,90.45,3.0,CG,5,6,90000.0
3429,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,72.0,2.5,CG,1,5,95000.0
5724,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,66.0,3.0,CG,4,6,72500.0
2374,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,66.0,2.0,CG,VPR,6,72000.0
707,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,66.0,2.0,CG,VPR,6,72000.0
5012,Beograd,Opština Zvezdara,Rudo,ustanicka,Stan,26.0,0.5,TA,2,4,33000.0
4188,Beograd,Opština Zvezdara,Učiteljsko naselje,ustanicka,Stan,67.0,2.5,CG,6,6,80000.0
1319,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,ustanicka,Stan,90.45,3.0,CG,5,6,90000.0
1698,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,72.0,2.5,CG,1,5,95000.0
4068,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,108.0,4.0,CG,3,4,125000.0
4282,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,72.0,2.5,CG,8,12,82500.0
5024,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,50.0,2.0,CG,8,8,54000.0
3290,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,72.0,2.5,CG,2,5,79000.0
1627,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,72.0,2.5,CG,2,5,79000.0
3270,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,42.0,2.0,CG,5,6,68000.0
1416,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,66.0,2.0,CG,4,5,85000.0
1483,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,67.0,2.0,CG,PR,4,67900.0
3342,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,66.0,2.0,CG,4,5,85000.0
4164,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,66.0,2.0,CG,4,6,79000.0
3526,Beograd,Opština Vračar,Južni bulevar,ustanicka,Stan,72.0,3.0,CG,3,4,98000.0
5639,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,72.0,2.5,CG,2,5,78900.0
3538,Beograd,Opština Voždovac,Autokomanda,ustanicka,Stan,81.0,4.0,CG,3,4,100000.0
5579,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,67.0,2.5,CG,5,5,76000.0
4479,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,130.0,5.0,CG,6,7,170000.0
4978,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,77.0,3.0,CG,PR,4,75000.0
5813,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,113.0,5.0,CG,7,11,116000.0
3416,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,67.0,2.0,CG,PR,4,67900.0
5047,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,53.0,2.0,CG,8,8,49000.0
25,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,81.0,4.0,CG,3,4,100000.0
1253,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,42.0,2.0,CG,5,6,68000.0
256,Beograd,Opština Voždovac,Ustanička,ustanicka,Stan,17.0,1.0,CG,4,8,24500.0
5200,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,67.0,2.5,CG,2,5,85000.0
4823,Beograd,Opština Voždovac,Autokomanda,ustanicka,Stan,81.0,3.5,CG,3,4,100000.0
5304,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,ustanicka,Stan,11.0,0.5,TA,10,15,12500.0
2081,Beograd,Opština Voždovac,Ustanička,ustanicka,Stan,17.0,1.0,CG,4,8,24500.0
5511,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,55.0,2.5,CG,PR,5,57000.0
3574,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,76.0,3.0,CG,1,4,110000.0
4590,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,80.0,3.0,CG,1,4,99000.0
5940,Beograd,Opština Voždovac,Ustanička,ustanicka,Stan,67.0,2.0,CG,4,6,80000.0
4398,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,74.0,2.5,CG,4,4,85000.0
3614,Beograd,Opština Voždovac,Konjarnik,ustanicka,Stan,55.0,2.0,CG,PR,4,66300.0
1733,Beograd,Opština Voždovac,Dušanovac,ustanicka,Stan,81.0,4.0,CG,3,4,100000.0
5941,Beograd,Opština Voždovac,Šumice,ustanicka,Stan,85.0,3.0,CG,5,5,98500.0
5065,Beograd,Opština Palilula,Kotež,"uzdinska, kod kafea medun",Stan,33.0,2.0,TA,1,2,24000.0
1719,Beograd,Opština Palilula,Borča,uzicka,Stan,41.0,1.5,Norveški radijatori,3,3,32000.0
3441,Beograd,Opština Palilula,Borča,uzicka,Stan,41.0,1.5,Norveški radijatori,3,3,32000.0
3519,Beograd,Opština Zvezdara,Gradska bolnica,ucitelja milosa jankovica,Stan,54.0,2.0,CG,3,4,65000.0
1898,Beograd,Opština Zvezdara,Učiteljsko naselje,uciteljska,Stan,120.0,4.0,EG,PR,3,150000.0
43,Beograd,Opština Zvezdara,Učiteljsko naselje,uciteljska,Stan,120.0,4.0,EG,PR,3,150000.0
4270,Beograd,Opština Palilula,Borča Greda,uzicka 4,Stan,54.0,2.0,TA,3,3,37000.0
2895,Beograd,Opština Zemun,Kalvarija,v. nikolica,Stan,45.0,1.5,TA,PSUT,2,37900.0
1388,Beograd,Opština Zemun,Kalvarija,v. nikolica,Stan,45.0,1.5,TA,PSUT,2,37900.0
1640,Beograd,Opština Voždovac,Saobraćajni fakultet,v. stepe,Stan,52.0,2.0,CG,3,14,65000.0
3249,Beograd,Opština Voždovac,Saobraćajni fakultet,v. stepe,Stan,52.0,2.0,CG,3,14,65000.0
1962,Beograd,Opština Vračar,Crveni krst,vele nigrinove,Stan,58.0,2.0,TA,1,3,83000.0
77,Beograd,Opština Vračar,Crveni krst,vele nigrinove,Stan,58.0,2.0,TA,1,3,83000.0
4899,Beograd,Opština Palilula,Kotež,veletinska,Stan,74.0,3.5,EG,3,4,55000.0
2494,Beograd,Opština Čukarica,Cerak,veljka petrovica,Stan,69.0,3.0,EG,1,2,78000.0
961,Beograd,Opština Čukarica,Cerak,veljka petrovica,Stan,69.0,3.0,EG,1,2,78000.0
3363,Beograd,Opština Palilula,Višnjička Banja,visnjicki venac,Stan,88.0,3.0,CG,3,4,83900.0
1687,Beograd,Opština Palilula,Višnjička Banja,visnjicki venac,Stan,88.0,3.0,CG,3,4,83900.0
5709,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,97.0,3.5,CG,9,12,85000.0
2846,Beograd,Opština Zemun,Zemun polje,vlajka djuranovica,Stan,47.0,2.5,TA,2,2,37000.0
1312,Beograd,Opština Zemun,Zemun polje,vlajka djuranovica,Stan,47.0,2.5,TA,2,2,37000.0
242,Beograd,Opština Vračar,Gradić Pejton,vojvode dragomira,Stan,57.0,2.0,CG,1,4,102000.0
2068,Beograd,Opština Vračar,Gradić Pejton,vojvode dragomira,Stan,57.0,2.0,CG,1,4,102000.0
5716,Beograd,Opština Voždovac,Trošarina,vojvode stepe,Stan,35.0,1.5,CG,2,6,55500.0
4944,Beograd,Opština Voždovac,Vojvode Vlahovića,vojvode vlahovica,Stan,37.0,1.5,EG,1,3,37000.0
4154,Beograd,Opština Zemun,Meandri,vukova,Stan,20.0,0.5,TA,PR,1,20000.0
724,Beograd,Opština Savski venac,Dedinje,vajara djoke jovanovica,Stan,272.0,5.0,CG,VPR,2,1100000.0
2182,Beograd,Opština Savski venac,Dedinje,vajara djoke jovanovica,Stan,272.0,5.0,CG,VPR,2,1100000.0
519,Beograd,Opština Voždovac,Zaplanjska,valentina vodnika,Stan,59.0,2.0,Norveški radijatori,2,2,49000.0
2461,Beograd,Opština Voždovac,Zaplanjska,valentina vodnika,Stan,59.0,2.0,Norveški radijatori,2,2,49000.0
780,Beograd,Opština Čukarica,Banovo brdo,valjevska,Stan,36.0,1.0,CG,5,5,49900.0
2205,Beograd,Opština Čukarica,Banovo brdo,valjevska,Stan,36.0,1.0,CG,5,5,49900.0
4259,Beograd,Opština Palilula,Borča,valjevskih odreda,Stan,21.0,0.5,TA,1,2,15000.0
5860,Beograd,Opština Vračar,Južni bulevar,vardarska,Stan,50.0,2.5,CG,PSUT,3,60000.0
4260,Beograd,Opština Voždovac,Lekino brdo,varvarinska,Stan,52.0,2.5,TA,2,4,74500.0
1134,Beograd,Opština Voždovac,Lekino brdo,varvarinska,Stan,45.0,2.5,CG,3,4,76000.0
4233,Beograd,Opština Voždovac,Lekino brdo,varvarinska,Stan,52.0,2.0,TA,2,4,77000.0
2835,Beograd,Opština Voždovac,Lekino brdo,varvarinska,Stan,45.0,2.5,CG,3,4,76000.0
4710,Beograd,Opština Savski venac,Senjak,vase pelagica,Stan,124.0,4.0,CG,2,3,272000.0
1759,Beograd,Opština Stari grad,Knez Mihailova,vase carapica,Stan,87.0,3.0,TA,1,5,189000.0
137,Beograd,Opština Stari grad,Knez Mihailova,vase carapica,Stan,87.0,3.0,TA,1,5,189000.0
4219,Beograd,Opština Stari grad,Centar,vasina,Stan,81.0,2.5,TA,1,5,189000.0
3565,Beograd,Opština Stari grad,Centar,vasina,Stan,81.0,2.5,Kaljeva peć,1,5,189000.0
4762,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,vatroslava jagica,Stan,107.0,3.0,CG,3,4,220000.0
5310,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,vatroslava jagica,Stan,79.0,3.0,CG,5,5,119000.0
810,Beograd,Opština Vračar,Crveni krst,vele nigrinove,Stan,63.0,2.5,TA,1,2,83000.0
2304,Beograd,Opština Vračar,Crveni krst,vele nigrinove,Stan,63.0,2.5,TA,1,2,83000.0
4046,Beograd,Opština Vračar,Crveni krst,vele nigrinove,Stan,63.0,2.5,TA,1,2,83000.0
4087,Beograd,Opština Palilula,Kotež,veletinska,Stan,36.0,1.5,TA,VPR,3,29000.0
4195,Beograd,Opština Palilula,Kotež,veletinska,Stan,40.0,1.5,TA,VPR,3,34000.0
2257,Beograd,Opština Palilula,Kotež,veletinska,Stan,38.0,1.5,EG,3,3,30000.0
408,Beograd,Opština Palilula,Kotež,veletinska,Stan,38.0,1.5,EG,3,3,30000.0
5601,Beograd,Opština Savski venac,Dedinje,velisava vulovica,Stan,138.0,4.0,EG,2,3,277000.0
5722,Beograd,Opština Savski venac,Dedinje,velisava vulovica,Stan,138.0,4.0,EG,3,3,274000.0
5030,Beograd,Opština Savski venac,Dedinje,velisava vulovica,Stan,122.0,4.0,Gas,PR,2,308000.0
5874,Beograd,Opština Savski venac,Dedinje,velisava vulovica,Stan,45.0,1.5,Gas,VPR,3,90000.0
4868,Beograd,Opština Savski venac,Dedinje,velisava vulovica,Stan,123.0,4.0,Gas,PR,2,209000.0
4539,Beograd,Opština Zvezdara,Cvetkova pijaca,dr velizara kosanovica,Stan,47.0,1.5,EG,3,3,46000.0
3791,Beograd,Opština Zvezdara,Učiteljsko naselje,dr velizara kosanovica,Stan,57.0,2.5,CG,1,6,73000.0
4814,Beograd,Opština Rakovica,Miljakovac,velizara stankovica,Stan,95.0,4.0,CG,5,5,85000.0
5338,Beograd,Opština Zvezdara,Severni bulevar,veljka dugosevica,Stan,66.0,2.0,CG,1,3,80000.0
6011,Beograd,Opština Zvezdara,Severni bulevar,veljka dugosevica,Stan,52.0,2.0,EG,2,4,71500.0
2815,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,38.0,1.5,TA,2,4,46000.0
6105,Beograd,Opština Zvezdara,Vukov Spomenik,veljka dugosevica,Stan,38.0,1.5,TA,2,4,46000.0
5738,Beograd,Opština Zvezdara,Novo groblje,veljka dugosevica,Stan,46.0,1.5,CG,5,5,46000.0
2980,Beograd,Opština Zvezdara,Severni bulevar,veljka dugosevica,Stan,38.0,1.0,TA,2,4,47900.0
1050,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,38.0,1.5,TA,2,4,46000.0
918,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,53.0,2.0,EG,PR,2,74900.0
3275,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,58.0,2.0,CG,1,2,80000.0
3402,Beograd,Opština Zvezdara,Bulbulder,veljka dugosevica,Stan,56.0,2.0,CG,1,2,78000.0
1336,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,58.0,2.0,CG,1,2,80000.0
1283,Beograd,Opština Zvezdara,Severni bulevar,veljka dugosevica,Stan,38.0,1.0,TA,2,4,47900.0
3222,Beograd,Opština Zvezdara,Zvezdarska šuma,veljka dugosevica,Stan,53.0,2.0,EG,PR,2,74900.0
4345,Beograd,Opština Zvezdara,Severni bulevar,veljka dugosevica,Stan,74.0,2.5,EG,2,4,92000.0
1610,Beograd,Opština Savski venac,Dedinje,veljka lukica kurjaka,Stan,116.0,4.0,CG,2,2,300000.0
3319,Beograd,Opština Savski venac,Dedinje,veljka lukica kurjaka,Stan,116.0,4.0,CG,2,2,300000.0
4181,Beograd,Opština Savski venac,Dedinje,veljka lukica kurjaka,Stan,120.0,4.0,Gas,PR,3,350000.0
3958,Beograd,Opština Savski venac,Dedinje,veljka lukica kurjaka,Stan,56.0,2.0,Gas,1,3,160000.0
3793,Beograd,Opština Savski venac,Dedinje,veljka lukica kurjaka,Stan,135.0,4.0,Gas,2,3,360000.0
2101,Beograd,Opština Stari grad,Gundulićev venac,venizelosova,Stan,93.0,4.0,CG,2,6,180000.0
1024,Beograd,Opština Stari grad,Bajlonijeva pijaca,venizelosova,Stan,53.0,2.0,CG,1,5,105000.0
411,Beograd,Opština Stari grad,Gundulićev venac,venizelosova,Stan,93.0,4.0,CG,2,6,180000.0
4720,Beograd,Opština Stari grad,Centar,venizelosova,Stan,120.0,4.0,EG,2,4,220000.0
3039,Beograd,Opština Stari grad,Bajlonijeva pijaca,venizelosova,Stan,53.0,2.0,CG,1,5,105000.0
2933,Beograd,Opština Čukarica,Cerak,vencacka,Stan,65.0,3.0,EG,3,4,65000.0
1316,Beograd,Opština Čukarica,Cerak,vencacka,Stan,65.0,3.0,EG,3,4,65000.0
2020,Beograd,Opština Zemun,Galenika,vere dimitrijevic,Stan,60.0,2.0,TA,1,1,63000.0
503,Beograd,Opština Zemun,Galenika,vere dimitrijevic,Stan,60.0,2.0,TA,1,1,63000.0
4439,Beograd,Opština Zemun,Galenika,vere dimitrijevic,Stan,36.0,1.5,TA,1,1,37000.0
331,Beograd,Opština Zemun,Galenika,vere dimitrijevic,Stan,47.0,3.0,TA,VPR,1,65000.0
2104,Beograd,Opština Zemun,Galenika,vere dimitrijevic,Stan,47.0,3.0,TA,VPR,1,65000.0
1758,Beograd,Opština Voždovac,Medaković padina,veselina cajkanovica,Stan,65.0,2.5,EG,2,3,49000.0
36,Beograd,Opština Voždovac,Medaković padina,veselina cajkanovica,Stan,65.0,2.5,EG,2,3,49000.0
4156,Beograd,Opština Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,45.0,1.0,EG,PR,4,36000.0
4391,Beograd,Opština Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,50.0,2.0,EG,VPR,3,47000.0
1923,Beograd,Opština Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,61.0,2.0,EG,2,3,55000.0
423,Beograd,Opština Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,61.0,2.0,EG,2,3,55000.0
5182,Beograd,Opština Zvezdara,Zvezdarska padina,veselina cajkanovica,Stan,35.0,1.5,EG,PTK,3,29000.0
3482,Beograd,Opština Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,56.0,2.0,EG,1,3,53000.0
3459,Beograd,Opština Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,51.0,2.0,EG,2,3,49500.0
3479,Beograd,Opština Voždovac,Medaković 3,veselina cajkanovica,Stan,39.0,1.5,EG,2,3,43000.0
4162,Beograd,Opština Zvezdara,Veliki Mokri Lug,veselina cajkanovica,Stan,63.0,2.0,EG,3,3,47000.0
6010,Beograd,Opština Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92.0,4.0,CG,5,5,92000.0
1667,Beograd,Opština Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92.0,3.0,CG,1,5,90000.0
5054,Beograd,Opština Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,97.0,3.5,CG,5,6,115000.0
5762,Beograd,Opština Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,96.0,3.0,CG,1,6,96000.0
3231,Beograd,Opština Novi Beograd,Bežanijska kosa 3,vespucijeva,Stan,92.0,3.0,CG,1,5,90000.0
5373,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,52.0,1.5,CG,11,13,52000.0
4854,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,83.0,3.0,EG,8,9,69900.0
1702,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,101.0,3.0,CG,3,4,86000.0
1629,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,130.0,5.0,CG,7,8,115000.0
3154,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,62.0,2.5,CG,3,3,55000.0
2987,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,130.0,5.0,CG,7,8,115000.0
1153,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,62.0,2.5,CG,3,3,55000.0
4865,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,75.0,2.5,EG,8,9,60000.0
5574,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,40.0,1.5,EG,8,9,36000.0
3214,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,101.0,3.0,CG,3,4,86000.0
5677,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,86.0,3.5,CG,2,10,79000.0
4202,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,62.0,2.0,CG,3,4,58000.0
3607,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,91.0,3.0,CG,9,12,85000.0
1343,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,49.0,2.0,EG,15,16,45000.0
2832,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,49.0,2.0,EG,15,16,45000.0
2592,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.5,CG,3,3,60011.0
3382,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,41.0,1.0,CG,VPR,4,41000.0
116,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,92.0,4.0,EG,7,10,81880.0
3076,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,72.0,2.5,CG,7,14,64000.0
1781,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,92.0,4.0,EG,7,10,81880.0
4705,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,74.0,3.0,CG,8,12,70000.0
2825,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,91.0,3.5,CG,9,12,85000.0
4058,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,55.0,1.5,CG,1,5,60500.0
3113,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,100.0,4.0,CG,4,8,95000.0
6051,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,61.0,2.5,CG,14,15,59000.0
1028,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.5,CG,3,3,60011.0
5091,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,53.0,2.0,CG,11,11,52000.0
2227,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,36.0,1.5,EG,8,10,31400.0
608,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,63.0,2.5,EG,9,10,65000.0
3951,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,76.0,3.5,CG,8,8,72000.0
5844,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,43.0,1.5,CG,3,3,48000.0
2060,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,53.0,1.5,CG,6,10,55000.0
1273,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,110.0,3.0,CG,5,9,105000.0
2031,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,99.0,3.5,CG,6,9,89000.0
2285,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,115.0,4.5,CG,7,9,95000.0
2252,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,55.0,1.5,CG,11,11,55000.0
989,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,91.0,3.5,CG,9,12,85000.0
4968,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,74.0,3.5,CG,8,12,69000.0
5284,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,87.0,3.0,CG,3,12,80000.0
578,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,41.0,1.0,CG,VPR,4,41000.0
5650,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,3.0,CG,12,15,68000.0
2350,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,63.0,2.5,EG,9,10,65000.0
312,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,99.0,3.5,CG,6,9,89000.0
387,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,103.0,3.0,CG,3,4,86000.0
746,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,36.0,1.5,EG,8,10,31400.0
4174,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,92.0,3.0,CG,7,14,84500.0
3807,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,66.0,2.0,CG,VPR,13,66000.0
592,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,54.0,1.5,CG,7,13,53500.0
811,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,58.0,1.5,CG,1,4,59900.0
943,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,115.0,4.5,CG,7,9,95000.0
2009,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,103.0,3.0,CG,3,4,86000.0
461,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,55.0,1.5,CG,11,11,55000.0
2456,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,54.0,1.5,CG,7,13,53500.0
2759,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,58.0,1.5,CG,1,4,59900.0
5165,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,114.0,4.5,CG,7,9,95000.0
1338,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,72.0,2.5,CG,7,14,64000.0
4744,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,72.0,2.5,CG,8,20,72000.0
4155,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.5,CG,3,4,63000.0
4209,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.0,CG,PR,3,60000.0
40,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,47.0,1.0,EG,7,10,41400.0
4210,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,70.0,2.5,EG,9,10,65000.0
3406,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,55.0,1.5,CG,7,15,65000.0
2573,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.5,CG,2,14,62000.0
2602,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,110.0,3.0,CG,5,9,105000.0
1421,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,41.0,1.0,CG,VPR,4,41000.0
1444,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,82.0,3.0,CG,5,6,78900.0
4211,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,84.0,3.0,CG,3,12,80000.0
3533,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,115.0,4.5,CG,7,9,95000.0
5693,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,66.0,2.5,CG,2,15,62000.0
2481,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,41.0,1.0,CG,VPR,4,41000.0
300,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,53.0,1.5,CG,6,10,55000.0
2134,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,71.0,2.5,EG,8,10,63200.0
3009,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,76.0,3.5,CG,8,9,72000.0
3220,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,82.0,3.0,CG,5,6,78900.0
1357,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,55.0,1.5,CG,7,15,65000.0
1715,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,100.0,4.0,CG,4,8,95000.0
779,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,65.0,2.5,CG,2,14,62000.0
626,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,71.0,2.5,EG,8,10,63200.0
1769,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac,Stan,47.0,1.0,EG,7,10,41400.0
4471,Beograd,Opština Rakovica,Vidikovac,vidikovacki venac (partizanska),Stan,96.0,3.5,CG,9,12,85000.0
5692,Beograd,Opština Zemun,Zemun polje,vijetnamska,Stan,55.0,2.0,TA,1,2,33000.0
